txn_id,user_id,amount,txn_date,type
310,46,81180,2025-01-13,credit
311,46,74097,2024-12-24,credit
312,46,86713,2024-12-25,credit
313,47,57036,2025-02-17,credit
314,47,38192,2025-02-01,credit
315,47,45123,2025-05-11,credit
316,47,61405,2025-06-16,credit
317,47,79639,2025-04-04,credit
318,47,36904,2025-04-14,credit
319,48,51393,2025-03-31,credit
320,48,7498,2025-01-15,credit
321,48,53973,2025-01-20,credit
322,48,77153,2025-04-28,credit
323,48,52935,2025-06-20,credit
324,48,10087,2025-03-18,credit
325,48,77654,2025-01-01,credit
326,48,76611,2025-03-11,credit
327,48,17009,2025-02-16,credit
328,49,6307,2025-06-13,credit
329,49,55582,2025-01-21,credit
330,49,43329,2025-06-02,credit
331,50,14150,2025-04-18,credit
332,50,63925,2025-05-08,credit
333,50,11226,2025-03-28,credit
334,50,77154,2025-01-31,credit
335,50,39701,2025-04-28,credit
336,50,6092,2025-03-18,credit
337,50,13940,2025-04-09,credit
338,50,76798,2025-05-19,credit
339,50,72225,2025-01-15,credit
340,51,89812,2025-03-31,credit
341,51,67724,2025-04-26,credit
342,51,15952,2025-06-10,credit
343,51,73955,2025-05-28,credit
344,51,38131,2025-04-08,credit
345,51,52557,2025-04-24,credit
346,51,14840,2025-01-01,credit
347,51,75281,2024-12-30,credit
348,51,49297,2025-03-27,credit
349,51,40126,2025-01-15,credit
350,52,20414,2025-06-20,credit
351,52,41404,2025-01-09,credit
352,52,19042,2025-01-16,credit
353,52,84778,2025-03-08,credit
354,52,71935,2025-02-10,credit
355,52,79918,2025-03-18,credit
356,52,17993,2025-01-21,credit
357,53,35636,2025-06-17,credit
358,53,86256,2025-05-07,credit
359,53,8744,2025-05-29,credit
360,54,41917,2025-05-08,credit
361,54,33203,2025-03-03,credit
362,54,58799,2025-01-17,credit
363,54,58818,2025-02-09,credit
364,54,66048,2025-05-30,credit
365,54,85627,2025-01-18,credit
366,55,15746,2025-06-15,credit
367,55,24385,2025-03-06,credit
368,55,49012,2025-05-16,credit
369,55,16922,2025-04-08,credit
370,55,65530,2025-05-15,credit
371,55,21603,2025-01-05,credit
372,55,29638,2025-02-25,credit
373,56,81310,2025-05-01,credit
374,56,83799,2025-05-14,credit
375,56,27117,2025-05-19,credit
376,56,49455,2025-03-28,credit
377,56,39971,2025-01-23,credit
378,56,89673,2025-01-08,credit
379,56,67622,2025-04-26,credit
380,56,80622,2025-03-22,credit
381,56,18491,2025-01-08,credit
382,56,74297,2025-03-29,credit
383,57,6179,2025-04-16,credit
384,57,11330,2025-06-08,credit
385,57,38284,2025-05-16,credit
386,57,75239,2025-05-24,credit
387,57,85646,2025-01-03,credit
388,58,72507,2025-06-01,credit
389,58,23236,2025-01-08,credit
390,58,86622,2024-12-26,credit
391,58,70079,2025-05-26,credit
392,58,50356,2025-03-18,credit
393,58,61861,2025-04-09,credit
394,58,21443,2025-05-24,credit
395,58,54786,2025-04-14,credit
396,58,30776,2025-05-24,credit
397,58,76777,2025-06-01,credit
398,59,34113,2025-04-05,credit
399,59,39737,2025-04-26,credit
400,59,84011,2024-12-22,credit
401,59,39322,2025-01-07,credit
402,59,24992,2025-01-04,credit
403,59,76529,2025-05-31,credit
404,59,84587,2024-12-24,credit
405,59,68521,2025-01-03,credit
406,59,79107,2025-01-06,credit
407,60,20374,2025-05-23,credit
408,60,89191,2025-04-01,credit
409,60,40972,2025-01-10,credit
410,60,25083,2025-03-19,credit
411,61,68456,2025-01-08,credit
412,61,47368,2025-01-27,credit
413,61,24361,2025-03-21,credit
414,61,87357,2025-03-16,credit
415,61,23712,2025-03-18,credit
416,61,77054,2025-01-02,credit
417,61,18286,2025-05-31,credit
418,61,87465,2025-05-25,credit
419,61,65103,2024-12-30,credit
420,62,34191,2025-05-19,credit
421,62,69867,2025-02-20,credit
422,62,73733,2025-04-10,credit
423,62,45817,2025-04-18,credit
424,62,67287,2025-02-09,credit
425,63,30753,2025-02-06,credit
426,63,58443,2025-05-15,credit
427,63,19246,2025-01-12,credit
428,63,28119,2025-04-07,credit
429,63,75830,2025-02-24,credit
430,63,24273,2025-01-31,credit
431,63,27874,2025-04-23,credit
432,63,16789,2025-02-21,credit
433,63,11204,2025-02-05,credit
434,63,26024,2025-01-06,credit
435,64,13339,2025-05-13,credit
436,64,24489,2025-05-10,credit
437,64,65267,2025-04-30,credit
438,64,52965,2025-02-21,credit
439,64,37181,2025-03-28,credit
440,64,8085,2025-05-22,credit
441,64,61795,2025-01-18,credit
442,64,81721,2025-03-23,credit
443,64,39248,2025-02-26,credit
444,64,20883,2025-01-24,credit
445,65,78818,2025-05-20,credit
446,65,33848,2025-04-18,credit
447,65,7100,2025-03-21,credit
448,65,84390,2025-05-06,credit
449,65,6751,2024-12-30,credit
450,65,89397,2025-04-12,credit
451,65,19681,2025-03-08,credit
452,65,68975,2025-04-23,credit
453,65,70024,2025-05-11,credit
454,66,67316,2025-03-11,credit
455,66,89638,2025-05-06,credit
456,66,27803,2025-02-08,credit
457,67,78045,2025-04-11,credit
458,67,73730,2025-04-13,credit
459,67,77532,2025-04-21,credit
460,67,73812,2025-06-22,credit
461,67,79954,2025-06-22,credit
462,67,6242,2025-02-15,credit
463,67,51850,2025-04-27,credit
464,68,48472,2025-01-10,credit
465,68,50022,2025-04-27,credit
466,68,89037,2024-12-23,credit
467,68,55272,2025-01-05,credit
468,68,10776,2025-04-16,credit
469,68,7385,2025-04-05,credit
470,68,86555,2025-03-23,credit
471,68,17330,2025-03-02,credit
472,69,51834,2025-04-23,credit
473,69,49047,2025-01-22,credit
474,69,60237,2024-12-24,credit
475,70,87450,2025-04-20,credit
476,70,59786,2025-03-23,credit
477,70,49189,2025-01-05,credit
478,71,81169,2025-01-28,credit
479,71,47556,2025-06-17,credit
480,71,38606,2024-12-27,credit
481,71,8085,2025-02-03,credit
482,71,18140,2025-05-10,credit
483,71,49312,2025-01-20,credit
484,72,54542,2025-05-22,credit
485,72,79834,2024-12-23,credit
486,72,52495,2025-05-31,credit
487,72,60896,2025-01-09,credit
488,72,30787,2025-06-12,credit
489,72,52474,2025-01-04,credit
490,72,38140,2025-03-13,credit
491,73,40600,2025-04-21,credit
492,73,77889,2025-04-25,credit
493,73,9735,2025-06-19,credit
494,73,69785,2025-05-01,credit
495,73,73820,2025-05-23,credit
496,73,35632,2025-01-02,credit
497,73,44295,2025-06-09,credit
498,74,53098,2024-12-28,credit
499,74,7942,2025-02-21,credit
500,74,21500,2025-04-27,credit
501,75,88864,2025-03-30,credit
502,75,24156,2025-01-31,credit
503,75,62053,2025-03-03,credit
504,75,23938,2025-01-28,credit
505,75,19405,2025-05-03,credit
506,75,16394,2025-06-20,credit
507,75,49302,2025-03-25,credit
508,75,66620,2025-01-03,credit
509,76,87005,2025-05-15,credit
510,76,74684,2025-04-10,credit
511,76,46221,2025-01-04,credit
512,76,78037,2025-01-11,credit
513,76,85825,2025-04-17,credit
514,76,24205,2025-03-04,credit
515,76,28460,2025-05-01,credit
516,77,7284,2025-01-21,credit
517,77,54512,2025-05-25,credit
518,77,7015,2025-05-06,credit
519,77,28571,2025-05-05,credit
520,77,17193,2025-03-06,credit
521,77,63606,2025-04-19,credit
522,78,68015,2025-01-24,credit
523,78,39663,2025-02-23,credit
524,78,70263,2025-01-25,credit
525,78,55040,2025-01-08,credit
526,78,28748,2025-05-31,credit
527,78,25529,2025-02-09,credit
528,78,29282,2025-03-05,credit
529,79,8103,2025-02-22,credit
530,79,82734,2025-03-24,credit
531,79,31362,2025-02-16,credit
532,80,30560,2025-03-12,credit
533,80,35264,2025-05-27,credit
534,80,7251,2024-12-28,credit
535,80,80098,2025-06-22,credit
536,80,88804,2025-06-19,credit
537,80,34830,2025-04-08,credit
538,80,68961,2025-02-12,credit
539,80,71385,2025-03-06,credit
540,81,35307,2025-03-24,credit
541,81,88204,2024-12-30,credit
542,81,82846,2025-03-05,credit
543,81,35234,2025-06-16,credit
544,81,76993,2025-05-22,credit
545,81,61657,2025-06-02,credit
546,81,76470,2025-01-05,credit
547,82,48183,2024-12-30,credit
548,82,37638,2025-05-16,credit
549,82,51866,2025-04-09,credit
550,82,23482,2025-05-08,credit
551,82,46210,2025-02-23,credit
552,83,56960,2025-01-24,credit
553,83,56305,2025-01-23,credit
554,83,24133,2025-06-07,credit
555,83,43302,2025-06-13,credit
556,83,53464,2025-02-02,credit
557,83,86255,2025-06-09,credit
558,83,68152,2025-04-06,credit
559,83,80734,2025-03-17,credit
560,83,55352,2025-06-11,credit
561,84,74519,2025-04-04,credit
562,84,79247,2025-04-09,credit
563,84,45864,2025-06-08,credit
564,84,73331,2025-04-19,credit
565,84,53591,2025-05-15,credit
566,84,5840,2024-12-29,credit
567,84,44398,2025-06-08,credit
568,84,49642,2025-02-02,credit
569,85,24177,2025-04-20,credit
570,85,62482,2025-03-18,credit
571,85,5981,2025-02-11,credit
572,85,9132,2025-02-18,credit
573,85,43019,2025-02-21,credit
574,85,60837,2025-05-05,credit
575,86,86789,2025-04-18,credit
576,86,35258,2025-02-18,credit
577,86,42930,2025-04-04,credit
578,86,63031,2025-04-22,credit
579,86,12032,2025-05-31,credit
580,86,67660,2025-05-30,credit
581,86,74708,2025-04-26,credit
582,86,47495,2025-03-07,credit
583,86,89403,2025-04-08,credit
584,87,38863,2025-04-18,credit
585,87,11892,2025-04-18,credit
586,87,67377,2025-05-25,credit
587,87,64822,2025-01-02,credit
588,88,10968,2025-06-11,credit
589,88,42352,2025-03-21,credit
590,88,79863,2025-03-22,credit
591,88,21328,2025-05-23,credit
592,88,17385,2025-03-10,credit
593,88,80453,2025-01-26,credit
594,88,15852,2025-03-11,credit
595,88,8467,2024-12-26,credit
596,89,41323,2024-12-28,credit
597,89,55865,2025-01-23,credit
598,89,59104,2025-05-19,credit
599,89,83183,2025-04-08,credit
600,89,20400,2025-03-05,credit
601,89,29813,2025-01-21,credit
602,89,33442,2024-12-31,credit
603,89,75532,2025-04-18,credit
604,90,35131,2024-12-25,credit
605,90,19571,2025-01-24,credit
606,90,35476,2025-04-26,credit
607,90,83995,2025-02-09,credit
608,90,69597,2025-04-27,credit
609,91,34602,2025-04-23,credit
610,91,36711,2025-05-27,credit
611,91,79399,2025-01-12,credit
612,91,81301,2025-03-16,credit
613,91,88470,2025-05-26,credit
614,91,70250,2025-03-04,credit
615,91,72620,2025-02-13,credit
616,91,69190,2025-02-04,credit
617,92,48678,2025-04-17,credit
618,92,66071,2025-05-24,credit
619,92,78358,2025-05-31,credit
620,92,79747,2025-06-21,credit
621,92,9459,2025-05-06,credit
622,92,64616,2025-04-26,credit
623,92,17487,2025-03-07,credit
624,92,78022,2025-05-15,credit
625,92,62713,2025-02-21,credit
626,92,69621,2025-03-16,credit
627,93,49614,2025-01-19,credit
628,93,65597,2025-04-16,credit
629,93,86181,2025-01-31,credit
630,93,7243,2025-04-18,credit
631,93,81702,2025-04-29,credit
632,93,39001,2025-02-21,credit
633,93,79238,2025-02-19,credit
634,94,41535,2025-06-06,credit
635,94,13162,2025-04-08,credit
636,94,41718,2025-02-27,credit
637,94,77903,2025-04-21,credit
638,94,38858,2025-01-17,credit
639,94,43459,2025-06-01,credit
640,95,38346,2025-03-01,credit
641,95,15094,2024-12-29,credit
642,95,9156,2025-04-28,credit
643,95,38230,2025-03-21,credit
644,95,55750,2025-03-21,credit
645,95,54579,2025-02-25,credit
646,95,63770,2025-02-22,credit
647,95,20657,2025-02-26,credit
648,95,78833,2025-06-06,credit
649,96,87501,2025-01-20,credit
650,96,88835,2025-06-14,credit
651,96,32350,2025-01-12,credit
652,96,61033,2025-02-02,credit
653,96,41248,2025-02-03,credit
654,96,86256,2025-03-15,credit
655,96,19375,2025-05-17,credit
656,97,69078,2025-03-26,credit
657,97,36235,2025-05-28,credit
658,97,26623,2025-03-28,credit
659,98,79611,2025-01-02,credit
660,98,83944,2024-12-28,credit
661,98,87488,2025-05-04,credit
662,99,65324,2025-03-13,credit
663,99,8370,2025-05-16,credit
664,99,30282,2025-06-04,credit
665,100,27800,2025-02-22,credit
666,100,88031,2024-12-27,credit
667,100,26702,2025-06-05,credit
668,100,28949,2024-12-30,credit
669,101,70084,2025-03-27,credit
670,101,23971,2025-02-14,credit
671,101,12522,2025-03-06,credit
672,102,55795,2025-01-01,credit
673,102,67811,2025-02-17,credit
674,102,68466,2024-12-26,credit
675,102,89973,2025-06-22,credit
676,102,13460,2025-01-17,credit
677,102,7958,2025-02-26,credit
678,102,11248,2025-03-18,credit
679,102,27533,2025-06-15,credit
680,103,42710,2025-05-02,credit
681,103,54306,2025-01-21,credit
682,103,82882,2025-03-16,credit
683,103,8025,2025-04-24,credit
684,103,73455,2025-04-04,credit
685,103,75254,2025-04-04,credit
686,103,7444,2025-05-09,credit
687,103,75871,2025-03-17,credit
688,104,83197,2025-05-14,credit
689,104,18051,2025-02-27,credit
690,104,72572,2025-02-23,credit
691,105,54189,2025-06-07,credit
692,105,31967,2025-06-12,credit
693,105,39311,2025-02-22,credit
694,105,21610,2025-05-14,credit
695,105,79194,2024-12-26,credit
696,105,87192,2025-02-21,credit
697,106,51209,2025-05-04,credit
698,106,71671,2024-12-24,credit
699,106,66938,2025-03-07,credit
700,106,66446,2025-03-30,credit
701,106,35430,2025-02-04,credit
702,106,38960,2025-06-18,credit
703,106,29762,2025-04-09,credit
704,107,26634,2025-04-25,credit
705,107,64695,2025-01-05,credit
706,107,41165,2025-03-21,credit
707,107,53899,2024-12-24,credit
708,107,36714,2025-03-16,credit
709,107,50190,2025-02-28,credit
710,107,20266,2025-05-20,credit
711,107,85545,2025-02-26,credit
712,108,53787,2025-04-25,credit
713,108,33634,2025-05-19,credit
714,108,85991,2025-04-13,credit
715,108,76748,2025-04-03,credit
716,108,30293,2025-03-22,credit
717,108,29794,2025-01-14,credit
718,108,24291,2025-03-05,credit
719,108,59627,2024-12-28,credit
720,108,75963,2025-04-04,credit
721,108,42377,2024-12-23,credit
722,109,47954,2025-05-30,credit
723,109,24235,2025-06-13,credit
724,109,28713,2025-06-20,credit
725,109,64645,2024-12-27,credit
726,109,28849,2025-03-14,credit
727,109,69169,2025-03-13,credit
728,110,77120,2025-03-30,credit
729,110,51927,2025-04-29,credit
730,110,61523,2025-03-17,credit
731,110,89812,2025-04-03,credit
732,110,66286,2025-02-13,credit
733,110,44775,2025-03-02,credit
734,110,65795,2025-01-05,credit
735,110,89040,2024-12-23,credit
736,110,87596,2025-04-13,credit
737,111,63374,2025-03-19,credit
738,111,39258,2025-05-28,credit
739,111,56159,2025-01-22,credit
740,111,30242,2025-01-02,credit
741,111,34551,2025-06-10,credit
742,111,39185,2025-05-03,credit
743,111,54566,2025-06-15,credit
744,111,68664,2025-03-14,credit
745,111,44844,2025-02-26,credit
746,112,19353,2025-04-25,credit
747,112,15557,2025-02-18,credit
748,112,77043,2025-06-10,credit
749,112,82095,2025-06-22,credit
750,112,43545,2025-02-01,credit
751,112,27683,2025-05-26,credit
752,112,6376,2025-03-08,credit
753,112,44118,2025-02-19,credit
754,113,42793,2025-03-22,credit
755,113,49946,2025-03-19,credit
756,113,87418,2025-04-24,credit
757,113,78303,2025-03-19,credit
758,113,8594,2025-03-20,credit
759,113,31114,2025-03-18,credit
760,113,22880,2025-04-26,credit
761,113,31464,2025-03-07,credit
762,113,80180,2025-01-17,credit
763,113,66564,2025-05-30,credit
764,114,20870,2025-06-04,credit
765,114,87281,2025-04-18,credit
766,114,22854,2025-04-30,credit
767,114,20214,2025-02-13,credit
768,114,52138,2025-02-09,credit
769,114,88806,2024-12-26,credit
770,114,86160,2024-12-23,credit
771,114,35659,2025-01-19,credit
772,114,74233,2025-03-19,credit
773,115,5689,2025-03-26,credit
774,115,76160,2025-06-18,credit
775,115,29433,2025-03-28,credit
776,115,43666,2025-06-12,credit
777,115,73873,2024-12-29,credit
778,115,27535,2025-01-25,credit
779,115,61821,2024-12-22,credit
780,116,27419,2025-03-09,credit
781,116,82309,2025-03-08,credit
782,116,35391,2025-04-03,credit
783,116,68429,2024-12-27,credit
784,116,28706,2025-04-09,credit
785,116,32279,2025-03-25,credit
786,116,82496,2025-03-12,credit
787,116,35059,2025-04-23,credit
788,116,63715,2025-05-24,credit
789,116,9415,2025-04-20,credit
790,117,71843,2025-02-13,credit
791,117,24543,2025-03-05,credit
792,117,85435,2025-06-16,credit
793,117,36577,2025-06-22,credit
794,117,72615,2025-06-11,credit
795,117,48405,2025-05-25,credit
796,117,57391,2025-01-17,credit
797,118,29710,2025-06-05,credit
798,118,8734,2025-05-10,credit
799,118,29543,2025-01-24,credit
800,119,85451,2025-05-24,credit
801,119,69784,2024-12-26,credit
802,119,20264,2025-02-10,credit
803,119,64528,2025-03-08,credit
804,119,30474,2025-05-16,credit
805,120,44489,2025-03-16,credit
806,120,21748,2025-04-10,credit
807,120,53942,2025-05-01,credit
808,121,71820,2025-05-25,credit
809,121,21797,2025-02-20,credit
810,121,15231,2025-05-25,credit
811,121,83469,2025-04-19,credit
812,121,36435,2025-05-06,credit
813,121,31328,2025-05-27,credit
814,122,18497,2025-03-23,credit
815,122,21105,2025-06-21,credit
816,122,55298,2025-05-25,credit
817,123,7545,2025-06-13,credit
818,123,55563,2025-06-22,credit
819,123,62405,2025-06-15,credit
820,123,71627,2025-04-28,credit
821,123,22263,2025-06-18,credit
