payment_id,loan_id,due_date,paid_date,amount_paid
490,196,2024-12-14,2024-12-19,4147
491,196,2024-08-17,2024-08-17,9377
492,197,2024-12-06,2024-12-16,5771
493,197,2025-06-20,2025-06-20,9878
494,197,2025-02-07,2025-02-17,9533
495,197,2025-03-17,2025-03-27,6639
496,198,2024-07-22,2024-08-01,2370
497,198,2025-04-05,2025-04-05,3209
498,198,2024-09-27,2024-10-07,4123
499,199,2025-06-12,2025-06-22,4819
500,199,2025-06-08,2025-06-08,5917
501,199,2025-05-27,2025-06-06,7314
502,199,2025-06-01,2025-06-11,7483
503,200,2024-02-21,2024-02-21,9488
504,200,2024-10-30,2024-10-30,9792
505,200,2023-10-17,2023-10-17,4660
506,201,2025-05-24,2025-05-24,2526
507,202,2024-06-16,2024-06-26,5990
508,202,2024-09-29,2024-10-09,4179
509,202,2024-09-11,2024-09-21,7500
510,202,2024-09-27,2024-10-07,9742
511,203,2025-04-18,2025-04-23,5566
512,203,2025-06-13,2025-06-13,3560
513,203,2025-04-18,2025-04-18,2072
514,204,2024-10-23,2024-11-02,9850
515,204,2024-12-31,2025-01-10,3165
516,205,2025-05-11,2025-05-21,9853
517,205,2024-04-06,2024-04-06,3726
518,206,2025-06-03,2025-06-08,7985
519,207,2024-08-23,2024-09-02,7482
520,207,2024-10-15,2024-10-20,7177
521,207,2024-11-16,2024-11-26,2212
522,208,2025-06-19,2025-06-24,3160
523,209,2025-06-19,2025-06-29,7007
524,209,2025-06-06,2025-06-11,3084
525,210,2025-04-09,2025-04-09,4954
526,210,2025-02-18,2025-02-28,6510
527,210,2025-03-19,2025-03-19,5141
528,210,2025-05-30,2025-06-04,7176
529,211,2024-07-23,2024-07-28,8606
530,211,2024-12-31,2025-01-10,5833
531,211,2025-02-24,2025-03-06,3893
532,211,2025-04-08,2025-04-13,6225
533,212,2024-03-29,2024-04-08,6874
534,212,2024-10-11,2024-10-16,4250
535,212,2024-10-31,2024-10-31,9265
536,213,2025-06-12,2025-06-22,9511
537,213,2025-03-06,2025-03-11,4311
538,213,2025-03-17,2025-03-22,8767
539,213,2025-04-18,2025-04-28,2767
540,214,2024-08-19,2024-08-24,9801
541,214,2025-03-04,2025-03-04,2307
542,214,2024-12-25,2024-12-25,4944
543,214,2024-11-25,2024-12-05,4730
544,215,2025-06-07,2025-06-17,5488
545,215,2024-12-17,2024-12-17,9835
546,216,2025-02-22,2025-02-22,9056
547,217,2024-05-21,2024-05-21,3635
548,217,2024-11-29,2024-11-29,3387
549,217,2024-05-28,2024-06-02,6438
550,218,2025-04-23,2025-05-03,5523
551,218,2025-06-05,2025-06-10,5368
552,218,2025-06-07,2025-06-17,3460
553,219,2023-12-04,2023-12-04,8054
554,219,2025-01-07,2025-01-07,2123
555,219,2024-11-06,2024-11-16,4014
556,219,2024-04-19,2024-04-24,6140
557,220,2025-04-30,2025-05-10,2198
558,220,2025-03-16,2025-03-16,2440
559,220,2025-06-09,2025-06-14,3417
560,220,2024-12-20,2024-12-30,4357
561,221,2025-04-18,2025-04-18,6757
562,221,2025-03-23,2025-03-23,9657
563,221,2025-03-24,2025-03-29,7208
564,221,2025-06-11,2025-06-21,6725
565,222,2024-08-28,2024-08-28,2510
566,222,2025-05-08,2025-05-13,4587
567,223,2024-07-30,2024-08-09,8711
568,224,2025-05-04,2025-05-04,7342
569,224,2024-12-22,2024-12-22,5240
570,224,2024-10-25,2024-11-04,9975
571,224,2025-06-17,2025-06-17,8527
572,225,2024-04-09,2024-04-09,7346
573,226,2024-04-06,2024-04-11,5907
574,227,2024-05-23,2024-06-02,8737
575,227,2024-06-12,2024-06-17,9396
576,227,2025-04-19,2025-04-29,7413
577,227,2024-12-07,2024-12-07,5387
578,228,2024-08-20,2024-08-20,8634
579,228,2024-07-27,2024-07-27,6908
580,228,2024-11-02,2024-11-07,4860
581,229,2025-04-08,2025-04-08,7387
582,229,2025-05-06,2025-05-06,5873
583,229,2025-02-16,2025-02-16,4218
584,230,2025-03-18,2025-03-23,6054
585,231,2025-03-26,2025-04-05,4806
586,231,2025-05-29,2025-05-29,5748
587,231,2025-04-09,2025-04-14,8008
588,231,2025-02-18,2025-02-18,7795
589,232,2025-04-13,2025-04-18,3445
590,232,2024-12-05,2024-12-10,8506
591,233,2024-11-07,2024-11-12,2516
592,233,2024-09-30,2024-10-10,9793
593,234,2025-04-28,2025-04-28,5357
594,235,2024-06-15,2024-06-25,5002
595,236,2024-08-31,2024-08-31,5536
596,236,2024-11-03,2024-11-08,5330
597,236,2024-09-03,2024-09-08,8516
598,237,2024-05-26,2024-05-31,2585
599,237,2024-08-24,2024-08-24,4052
600,237,2024-08-17,2024-08-17,8768
601,238,2024-03-01,2024-03-01,4574
602,238,2024-12-02,2024-12-02,2438
603,238,2025-06-16,2025-06-16,2777
604,239,2025-01-31,2025-01-31,8087
605,239,2025-05-13,2025-05-23,6318
606,239,2025-02-21,2025-02-26,4266
607,239,2025-01-14,2025-01-24,3099
608,240,2025-04-07,2025-04-17,5708
609,240,2025-04-13,2025-04-13,2242
610,240,2025-02-14,2025-02-14,5202
611,241,2025-06-01,2025-06-06,5893
612,241,2025-06-20,2025-06-20,5270
613,242,2025-01-29,2025-01-29,4657
614,242,2024-06-08,2024-06-13,5395
615,242,2024-07-23,2024-07-23,6365
616,243,2025-05-10,2025-05-10,3356
617,243,2025-03-23,2025-03-23,5597
618,243,2025-06-01,2025-06-06,4270
619,244,2025-05-21,2025-05-21,9618
620,245,2025-03-21,2025-03-21,8423
621,245,2025-02-22,2025-02-22,4046
622,245,2024-10-27,2024-11-06,8805
623,246,2025-06-20,2025-06-25,8106
624,246,2024-10-08,2024-10-08,5838
625,246,2024-12-19,2024-12-19,4336
626,246,2024-03-01,2024-03-06,6307
627,247,2025-06-09,2025-06-09,8866
628,247,2025-06-12,2025-06-22,9443
629,247,2025-06-13,2025-06-13,7650
630,247,2025-06-15,2025-06-20,2536
631,248,2025-01-14,2025-01-24,7167
632,248,2024-12-15,2024-12-15,3552
633,249,2024-07-14,2024-07-14,2096
634,249,2024-03-25,2024-03-25,8109
635,249,2024-08-25,2024-08-30,2621
636,249,2024-11-20,2024-11-25,8967
637,250,2024-09-17,2024-09-27,4216
638,250,2025-04-21,2025-04-26,5550
639,250,2025-02-03,2025-02-03,6259
640,251,2025-01-11,2025-01-11,3434
641,251,2023-10-10,2023-10-10,7725
642,251,2024-05-24,2024-05-29,5081
643,251,2024-03-19,2024-03-29,7364
644,252,2025-05-22,2025-06-01,6808
645,252,2024-05-28,2024-05-28,7010
646,252,2025-06-13,2025-06-18,5850
647,253,2024-01-24,2024-01-29,9264
648,254,2025-06-12,2025-06-12,7244
649,254,2025-02-17,2025-02-17,6418
650,254,2025-01-24,2025-01-29,9885
651,255,2025-03-09,2025-03-19,3405
652,255,2024-07-30,2024-08-09,5527
653,255,2025-01-15,2025-01-15,8301
654,256,2025-06-05,2025-06-05,4178
655,256,2025-06-17,2025-06-22,7522
656,256,2025-06-06,2025-06-06,5287
657,257,2025-02-01,2025-02-06,2811
658,257,2025-01-05,2025-01-05,8548
659,257,2025-05-05,2025-05-10,9073
660,258,2025-05-28,2025-06-07,3605
661,258,2025-01-04,2025-01-14,5356
662,258,2025-01-16,2025-01-21,3914
663,258,2025-05-05,2025-05-15,9901
664,259,2024-05-05,2024-05-10,8056
